Type;Author Name;Album Name;Song Name;Punteggio;Analizzata;Recomended;Loreto;Buona;Soft;Vivace;Molto Viv;Camera;Car;Lenta;Country;Strumentale;Classica;Lirica;Live;Discreta;Undefined;Avoid it;Confusionaria;Song Size
Italiani;Graziani Ivan;Nove;Limiti (Affari Di Cuore);896;A;B;L;B;S;V;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 5.115.904
Italiani;Graziani Ivan;Nove;Lucetta Fra Le Stelle;896;A;B;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 4.796.416
Italiani;Graziani Ivan;Nove;Minù Minù;768;A;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 4.341.760
Italiani;Graziani Ivan;Segni d'Amore;Agnese;896;A;B;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 3.465.216
Italiani;Graziani Ivan;Segni d'Amore;Canzone per Susy;768;A;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 3.502.080
Italiani;Graziani Ivan;Segni d'Amore;Cleo;768;A;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 4.558.848
Italiani;Graziani Ivan;Segni d'Amore;E sei così bella;896;A;B;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 4.136.960
Italiani;Graziani Ivan;Segni d'Amore;Firenze (Canzone Triste);896;A;B;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 4.624.384
Italiani;Graziani Ivan;Segni d'Amore;La sposa bambina;768;A;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 4.362.240
Italiani;Graziani Ivan;Segni d'Amore;Lugano Addio;896;A;B;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 4.472.832
Italiani;Graziani Ivan;Segni d'Amore;Signora bionda dei ciliegi;768;A;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 3.993.600
Italiani;Graziani Ivan;Segni d'Amore;Signorina;768;A;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 5.451.776
Italiani;Guccini Francesco;... quasi come Dumas;Auschwitz (LIVE);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 5.980.160
Italiani;Guccini Francesco;... quasi come Dumas;Dio è morto (LIVE);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 3.899.392
Italiani;Guccini Francesco;... quasi come Dumas;Due anni dopo (LIVE);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 7.053.312
Italiani;Guccini Francesco;... quasi come Dumas;Giorno d'estate (LIVE);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 4.587.520
Italiani;Guccini Francesco;... quasi come Dumas;L'albero e io (LIVE);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 6.266.880
Italiani;Guccini Francesco;... quasi come Dumas;L'ubriaco (LIVE);0;A;B;L;B;.;V;V;.;C;.;.;.;.;.;x;.;.;.;.;bytes 4.784.128
Italiani;Guccini Francesco;... quasi come Dumas;Per quando è tardi (LIVE);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 5.525.504
Italiani;Guccini Francesco;... quasi come Dumas;Primavera di Praga (LIVE);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 5.324.800
Italiani;Guccini Francesco;... quasi come Dumas;Ti ricordi di quei giorni (LIVE);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 4.673.536
Italiani;Guccini Francesco;Amerigo;100, Pennsylvania avenue;768;A;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 7.426.048
Italiani;Guccini Francesco;Amerigo;Amerigo;768;A;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 7.585.792
Italiani;Guccini Francesco;Amerigo;Eskimo;896;A;B;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 8.368.128
Italiani;Guccini Francesco;Amerigo;Le cinque anatre;896;A;B;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 4.472.832
Italiani;Guccini Francesco;Amerigo;Libera Nos Domine;768;A;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 5.144.576
Italiani;Guccini Francesco;Amerigo;Mondo nuovo;768;x;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 6.062.080
Italiani;Guccini Francesco;D'Amore di Morte e di Altre Sciocchezze;Canzone delle colombe e del fiore;768;A;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 5.087.232
Italiani;Guccini Francesco;D'Amore di Morte e di Altre Sciocchezze;Cirano;768;A;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 7.593.984
Italiani;Guccini Francesco;D'Amore di Morte e di Altre Sciocchezze;I fichi;768;A;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 10.256.384
Italiani;Guccini Francesco;D'Amore di Morte e di Altre Sciocchezze;Il caduto;896;A;.;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 6.144.000
Italiani;Guccini Francesco;D'Amore di Morte e di Altre Sciocchezze;Lettera;896;A;B;L;B;S;V;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 5.402.624
Italiani;Guccini Francesco;D'Amore di Morte e di Altre Sciocchezze;Quattro stracci;896;A;B;L;B;S;V;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 4.706.304
Italiani;Guccini Francesco;D'Amore di Morte e di Altre Sciocchezze;Stelle;896;A;B;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 6.541.312
Italiani;Guccini Francesco;D'Amore di Morte e di Altre Sciocchezze;Vorrei;896;A;B;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 6.631.424
Italiani;Guccini Francesco;Due anni dopo;Due anni dopo;896;A;B;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 4.800.512
Italiani;Guccini Francesco;Due anni dopo;Giorno d'estate;896;A;B;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 5.140.480
Italiani;Guccini Francesco;Due anni dopo;Il compleanno;896;A;B;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 4.341.760
Italiani;Guccini Francesco;Due anni dopo;La verità;896;A;B;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 4.157.440
Italiani;Guccini Francesco;Due anni dopo;L'albero ed io;896;A;B;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 3.559.424
Italiani;Guccini Francesco;Due anni dopo;L'ubriaco;768;A;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 3.035.136
Italiani;Guccini Francesco;Due anni dopo;Lui e lei;768;A;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 4.280.320
Italiani;Guccini Francesco;Due anni dopo;Ophelia;768;A;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 3.235.840
Italiani;Guccini Francesco;Due anni dopo;Per quando è tardi;768;A;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 4.648.960
Italiani;Guccini Francesco;Due anni dopo;Primavera di Praga;768;A;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 4.395.008
Italiani;Guccini Francesco;Due anni dopo;Vedi cara;768;A;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 6.696.960
Italiani;Guccini Francesco;Folk Beat N. 1;Auschwitz;768;A;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 4.620.288
Italiani;Guccini Francesco;Folk Beat N. 1;Il 3 dicembre;768;A;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 3.301.376
Italiani;Guccini Francesco;Folk Beat N. 1;Il sociale e l'antisociale;768;A;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 6.348.800
Italiani;Guccini Francesco;Folk Beat N. 1;In morte di SF;768;A;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 3.919.872
Italiani;Guccini Francesco;Folk Beat N. 1;La ballata degli annegati;896;A;B;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 2.469.888
Italiani;Guccini Francesco;Folk Beat N. 1;L'atomica cinese;768;A;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 2.285.568
Italiani;Guccini Francesco;Folk Beat N. 1;Noi non ci saremo;768;A;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 6.586.368
Italiani;Guccini Francesco;Folk Beat N. 1;Statale 17;768;A;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 3.121.152
Italiani;Guccini Francesco;Folk Beat N. 1;Talkin' Milano;768;A;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 7.147.520
Italiani;Guccini Francesco;Folk Beat N. 1;Venerdì Santo;768;A;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 4.616.192
Italiani;Guccini Francesco;Fra la via Emilia e il west (Live);Asia (live);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 6.131.712
Italiani;Guccini Francesco;Fra la via Emilia e il west (Live);Autogrill (live);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 6.332.416
Italiani;Guccini Francesco;Fra la via Emilia e il west (Live);Bologna (live);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 6.520.832
Italiani;Guccini Francesco;Fra la via Emilia e il west (Live);Canzone della bambina portoghese (live);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 7.081.984
Italiani;Guccini Francesco;Fra la via Emilia e il west (Live);Canzone delle osterie di fuori porta (live);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 7.606.272
Italiani;Guccini Francesco;Fra la via Emilia e il west (Live);Canzone per un'amica (live);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 5.820.416
Italiani;Guccini Francesco;Fra la via Emilia e il west (Live);Canzone quasi d'amore (live);0;A;R;L;B;S;V;.;C;C;.;.;.;.;.;x;.;.;.;.;bytes 4.743.168
Italiani;Guccini Francesco;Fra la via Emilia e il west (Live);Eskimo (live);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 9.863.168
Italiani;Guccini Francesco;Fra la via Emilia e il west (Live);Il frate (live);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 5.931.008
Italiani;Guccini Francesco;Fra la via Emilia e il west (Live);Il pensionato (live);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 5.820.416
Italiani;Guccini Francesco;Fra la via Emilia e il west (Live);Il vecchio e il bambino (live);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 4.964.352
Italiani;Guccini Francesco;Fra la via Emilia e il west (Live);Incontro (live);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 4.186.112
Italiani;Guccini Francesco;Fra la via Emilia e il west (Live);La locomotiva (live);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 9.572.352
Italiani;Guccini Francesco;Fra la via Emilia e il west (Live);L'isola non trovata (live);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 4.009.984
Italiani;Guccini Francesco;Fra la via Emilia e il west (Live);Piccola città (live);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 7.208.960
Italiani;Guccini Francesco;Fra la via Emilia e il west (Live);Un altro giorno è andato (live);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 4.689.920
Italiani;Guccini Francesco;Fra la via Emilia e il west (Live);Vedi cara (live);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 5.242.880
Italiani;Guccini Francesco;Fra la via Emilia e il west (Live);Venezia (live);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 6.012.928
Italiani;Guccini Francesco;Guccini;Argentina;768;A;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 5.197.824
Italiani;Guccini Francesco;Guccini;Autogrill;896;A;B;L;B;S;V;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 5.283.840
Italiani;Guccini Francesco;Guccini;Gli amici;768;A;.;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 4.485.120
Italiani;Guccini Francesco;Guccini;Gulliver;896;A;B;L;B;S;V;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 5.443.584
Italiani;Guccini Francesco;Guccini;Inutile;896;A;B;L;B;S;V;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 5.636.096
Italiani;Guccini Francesco;Guccini;Shomer ma mi-llailah;768;A;B;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 6.361.088
Italiani;Guccini Francesco;Guccini e Nomadi in concerto;Atomica (LIVE);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 3.043.328
Italiani;Guccini Francesco;Guccini e Nomadi in concerto;Auschwitz (LIVE);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 5.283.840
Italiani;Guccini Francesco;Guccini e Nomadi in concerto;Canzone per un'amica (LIVE);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 4.001.792
Italiani;Guccini Francesco;Guccini e Nomadi in concerto;Dio è morto (LIVE);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 2.355.200
Italiani;Guccini Francesco;Guccini e Nomadi in concerto;Noi (LIVE);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 3.649.536
Italiani;Guccini Francesco;Guccini e Nomadi in concerto;Noi non ci saremo (LIVE);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 3.280.896
Italiani;Guccini Francesco;Guccini e Nomadi in concerto;Per fare un uomo (LIVE);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 2.322.432
Italiani;Guccini Francesco;Guccini e Nomadi in concerto;Primavera di Praga (LIVE);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 4.194.304
Italiani;Guccini Francesco;Guccini e Nomadi in concerto;Radici (LIVE);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 6.926.336
Italiani;Guccini Francesco;Guccini e Nomadi in concerto;Statale 17 (LIVE);0;A;B;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 5.648.384
Italiani;Guccini Francesco;L'Ultima Thule;Canzone di notte n.4;896;A;.;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 9.255.809
Italiani;Guccini Francesco;L'Ultima Thule;Gli artisti;896;A;.;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 7.086.375
Italiani;Guccini Francesco;L'Ultima Thule;Il testamento di un pagliaccio;896;A;.;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 5.101.177
Italiani;Guccini Francesco;L'Ultima Thule;L'Ultima Thule;896;A;.;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 5.830.030
Italiani;Guccini Francesco;L'Ultima Thule;L'ultima volta;896;A;.;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 5.640.091
Italiani;Guccini Francesco;L'Ultima Thule;Notti;896;A;.;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 6.768.229
Italiani;Guccini Francesco;L'Ultima Thule;Quel giorno d'Aprile;896;A;.;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 4.077.170
Italiani;Guccini Francesco;L'Ultima Thule;Su in collina;896;A;.;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 5.722.207
Italiani;Guccini Francesco;L'isola non trovata;Asia;896;A;R;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 5.820.416
Italiani;Guccini Francesco;L'isola non trovata;Canzone di notte;896;A;R;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 5.468.160
Italiani;Guccini Francesco;L'isola non trovata;Il frate;896;A;R;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 5.259.264
Italiani;Guccini Francesco;L'isola non trovata;Il tema;896;A;R;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 5.398.528
Italiani;Guccini Francesco;L'isola non trovata;La collina;768;A;R;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 4.419.584
Italiani;Guccini Francesco;L'isola non trovata;L'isola non trovata;896;A;R;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 3.207.168
Italiani;Guccini Francesco;L'isola non trovata;L'isola non trovata (intro);896;A;R;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 999.424
Italiani;Guccini Francesco;L'isola non trovata;L'orizzonte di KD;768;A;R;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 3.256.320
Italiani;Guccini Francesco;L'isola non trovata;L'uomo;768;A;R;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 6.066.176
Italiani;Guccini Francesco;L'isola non trovata;Un altro giorno è andato;768;A;R;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 4.415.488
Italiani;Guccini Francesco;Live collection 1998;Asia;0;A;R;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 5.627.904
Italiani;Guccini Francesco;Live collection 1998;Auschwitz;0;A;R;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 6.418.432
Italiani;Guccini Francesco;Live collection 1998;Autogrill;0;A;R;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 5.382.144
Italiani;Guccini Francesco;Live collection 1998;Bologna;0;A;R;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 5.865.472
Italiani;Guccini Francesco;Live collection 1998;Canzone delle osterie di fuori porta;0;A;R;L;B;S;.;.;C;C;.;.;.;.;.;x;.;.;.;.;bytes 6.909.952
Italiani;Guccini Francesco;Live collection 1998;Canzone per Silvia;0;A;R;L;B;S;V;.;C;C;.;.;.;.;.;x;.;.;.;.;bytes 6.160.384
Italiani;Guccini Francesco;Live collection 1998;Canzone per un'amica;0;A;R;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 5.050.368
Italiani;Guccini Francesco;Live collection 1998;Canzone quasi d'amore;0;A;R;L;B;S;V;.;C;C;.;.;.;.;.;x;.;.;.;.;bytes 4.440.064
Italiani;Guccini Francesco;Live collection 1998;Cyrano;0;A;R;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 7.655.424
Italiani;Guccini Francesco;Live collection 1998;Dio è morto;0;A;R;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 3.448.832
Italiani;Guccini Francesco;Live collection 1998;Due anni dopo;0;A;R;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 5.984.256
Italiani;Guccini Francesco;Live collection 1998;Eskimo;0;A;R;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 9.138.176
Italiani;Guccini Francesco;Live collection 1998;Farewell;0;A;R;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 6.594.560
Italiani;Guccini Francesco;Live collection 1998;Il vecchio e il bambino;0;A;R;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 4.448.256
Italiani;Guccini Francesco;Live collection 1998;Incontro;0;A;R;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 3.862.528
Italiani;Guccini Francesco;Live collection 1998;La locomotiva;0;A;R;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 9.523.200
Italiani;Guccini Francesco;Live collection 1998;L'avvelenata;0;A;R;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 5.632.000
Italiani;Guccini Francesco;Live collection 1998;L'isola non trovata;0;A;R;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 3.334.144
Italiani;Guccini Francesco;Live collection 1998;Noi non ci saremo;0;A;R;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 4.112.384
Italiani;Guccini Francesco;Live collection 1998;Primavera di Praga;0;A;R;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 5.828.608
Italiani;Guccini Francesco;Live collection 1998;Quattro stracci;0;A;R;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 5.132.288
Italiani;Guccini Francesco;Live collection 1998;Quello che non;0;A;R;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 4.861.952
Italiani;Guccini Francesco;Live collection 1998;Scirocco;0;A;R;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 6.434.816
Italiani;Guccini Francesco;Live collection 1998;Statale 17;0;A;R;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 3.993.600
Italiani;Guccini Francesco;Live collection 1998;Un altro giorno è andato;0;A;R;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 4.673.536
Italiani;Guccini Francesco;Live collection 1998;Venezia;0;A;R;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 5.046.272
Italiani;Guccini Francesco;Live collection 1998;Via Paolo Fabbri 43;0;A;R;L;B;.;V;.;.;C;.;.;.;.;.;x;.;.;.;.;bytes 11.079.680
Italiani;Guccini Francesco;Metropolis;Antenòr;768;A;R;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 6.037.504
Italiani;Guccini Francesco;Metropolis;Bisanzio;768;A;R;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 5.705.728
Italiani;Guccini Francesco;Metropolis;Black out;768;A;R;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 4.620.288
Italiani;Guccini Francesco;Metropolis;Bologna;768;A;R;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 6.172.672
Italiani;Guccini Francesco;Metropolis;Lager;768;A;R;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 4.366.336
Italiani;Guccini Francesco;Metropolis;Milano (poveri bimbi di...);768;A;.;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 5.951.488
Italiani;Guccini Francesco;Metropolis;Venezia;768;A;R;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 4.423.680
Italiani;Guccini Francesco;Opera buffa;Di mamme ce n'è una sola;768;A;.;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 5.246.976
Italiani;Guccini Francesco;Opera buffa;Fantoni cesira;768;A;.;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 4.468.736
Italiani;Guccini Francesco;Opera buffa;Il bello;768;A;R;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 2.883.584
Italiani;Guccini Francesco;Opera buffa;La fiera di san Lazzaro;768;A;R;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 6.332.416
Italiani;Guccini Francesco;Opera buffa;La genesi;768;A;R;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 7.483.392
Italiani;Guccini Francesco;Opera buffa;Talkin' sul sesso;768;A;.;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 8.024.064
Italiani;Guccini Francesco;Parnassius Guccinii;Acque;768;A;R;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 7.221.248
Italiani;Guccini Francesco;Parnassius Guccinii;Canzone per Silvia;768;A;R;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 5.730.304
Italiani;Guccini Francesco;Parnassius Guccinii;Dovevo fare del cinema;768;A;x;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 5.447.680
Italiani;Guccini Francesco;Parnassius Guccinii;Farewell;896;A;R;L;B;S;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 6.172.672
Italiani;Guccini Francesco;Parnassius Guccinii;Luna fortuna;768;A;.;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 4.567.040
Italiani;Guccini Francesco;Parnassius Guccinii;Non bisognerebbe;768;A;.;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 4.415.488
Italiani;Guccini Francesco;Parnassius Guccinii;Nostra signora dell'ipocrisia;768;A;.;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 4.395.008
Italiani;Guccini Francesco;Parnassius Guccinii;Parole;768;A;.;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 6.324.224
Italiani;Guccini Francesco;Parnassius Guccinii;Samantha;768;A;.;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 5.779.456
Italiani;Guccini Francesco;Quello che non;AEmilia;768;A;R;L;B;.;V;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.759.552
Italiani;Guccini Francesco;Quello che non;Ballando con una sconosciuta;128;A;.;.;.;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 7.512.064
Italiani;Guccini Francesco;Quello che non;Canzone delle domande consuete;128;A;.;.;.;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.432.448
Italiani;Guccini Francesco;Quello che non;Canzone per Anna;128;A;.;.;.;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 7.958.528
Italiani;Guccini Francesco;Quello che non;Cencio;128;A;.;.;.;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 8.265.728
Italiani;Guccini Francesco;Quello che non;Le ragazze della notte;128;A;.;.;.;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.210.112
Italiani;Guccini Francesco;Quello che non;Quello che non ...;768;A;R;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 5.111.808
Italiani;Guccini Francesco;Quello che non;Tango per due;128;A;.;.;.;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.083.136
Italiani;Guccini Francesco;Radici;Canzone dei dodici mesi;768;A;R;L;B;.;V;.;.;C;.;.;.;.;.;.;.;.;.;.;bytes 8.740.864
Italiani;Guccini Francesco;Radici;Canzone della bambina portoghese;896;A;R;L;B;S;.;.;C;C;.;.;.;.;.;.;.;.;.;.;bytes 6.766.592
